"","name","alcohol_impaired_driving_deaths","high_school_graduation","unemployment","median_household_income","children_in_single_parent_households","social_associations","drug_overdose_deaths","disconnected_youth","homicides","suicides","population","population_density","below_18_years_of_age","65_and_older","non_hispanic_black","american_indian_or_alaska_native","hispanic","female"
"909","Decatur County","0","","0.0288135593","51152","0.1490467938","18.175209015","","","","",2689,3.0094546867167,"0.2004462626","0.2982521383","0.0111565638","0.0119003347","0.0487169952","0.4905169208"
"910","Dickinson County","0.25","0.8906113537","0.0278709379","63136","0.1439429929","20.044422775","","","","23.319623968",18430,21.757410032996,"0.2264785676","0.2111231687","0.0117200217","0.0113944655","0.057460662","0.495930548"
"911","Doniphan County","0.5","","0.0258064516","64608","0.1507882111","12.04658011","","","","",7440,18.9082562398328,"0.2084677419","0.2061827957","0.0305107527","0.0143817204","0.0329301075","0.4920698925"
"912","Douglas County","0.3269230769","0.8517283019","0.0257930223","67482","0.1693926895","10.388478842","15.378193721","0.0383161873","2.3700220649","14.44809239",119964,263.214110947296,"0.1730185722","0.139416825","0.0439548531","0.0266663332","0.0691207362","0.5011336734"
"913","Edwards County","0.5714285714","","0.0229885057","55777","0.2028081123","10.593220339","","","","",2739,4.40428432324143,"0.2230741146","0.2201533406","0.0138736765","0.0266520628","0.2278203724","0.4888645491"
"914","Elk County","0","","0.0272572402","47094","0.1615798923","20.483408439","","","","",2441,3.78881802995883,"0.2302335109","0.2757066776","0.002458009","0.0217124129","0.0458828349","0.4977468251"
"915","Ellis County","0.2666666667","0.8841883117","0.0197862846","61675","0.1867723975","10.420284821","","","","19.428454135",28941,32.1597984922075,"0.2011678933","0.1650599496","0.0134065858","0.0043882381","0.0695207491","0.4942469161"
"916","Ellsworth County","0.0454545455","","0.0231939163","63636","0.0978354978","20.517676768","","","","",6355,8.8809683114804,"0.1719905586","0.2321007081","0.059166011","0.0094413847","0.0632572777","0.4247049567"
"917","Finney County","0.12","0.868361204","0.0207489137","69966","0.2930367505","8.6598262786","18.101021803","0.099309816","4.6506941161","21.869484233",37650,28.9171078508327,"0.2960956175","0.1203187251","0.0396281541","0.0126693227","0.5231341301","0.4851527224"
"918","Ford County","0.1290322581","0.9092857143","0.0208391687","67714","0.2086131964","7.3187154191","","","","18.837641045",33848,30.819357888798,"0.2943748523","0.1192094068","0.0234282675","0.0196171118","0.5797388324","0.4780193808"
"919","Franklin County","0.1891891892","0.892476489","0.024408284","67263","0.1555004136","11.159855307","12.94783318","","","10.250000498",25992,45.4586940014665,"0.2268775008","0.1827870114","0.0135426285","0.0105801785","0.0483995075","0.4956525085"
"920","Geary County","0.2","0.85","0.0375946469","60026","0.2691965873","6.6789113375","16.028530785","0.0715552927","5.8605114552","32.515056577",35691,92.78786846157,"0.3172788658","0.0918999187","0.1603485473","0.0138410243","0.1691743016","0.474377294"
"921","Gove County","0.2727272727","","0.0211678832","64037","0.0961002786","29.038112523","","","","",2717,2.53530507717987,"0.2502760397","0.2373941848","0.005520795","0.001840265","0.039013618","0.4968715495"
"922","Graham County","0","","0.0235096558","53233","0.194","29.166666667","","","","",2411,2.68328097760594,"0.2098714226","0.2749896309","0.0335960182","0.0103691414","0.046038988","0.4989630859"
"923","Grant County","0.1818181818","0.825","0.0290780142","66022","0.0775295664","17.749863463","","","","",7197,12.5207018983176,"0.2954008615","0.1496456857","0.0055578713","0.0290398777","0.5092399611","0.4879811032"
"924","Gray County","0.125","","0.0196575777","77761","0.1638655462","30.120481928","","","","",5729,6.59364151423817,"0.2864374236","0.1604119393","0.0087275266","0.0080293245","0.1872927212","0.4847268284"
"925","Greeley County","0.6666666667","","0.0151133501","72300","0.1747311828","30.674846626","","","","",1223,1.57116293532184,"0.2755519215","0.1872444808","0.0057236304","0.0098119379","0.2052330335","0.4971381848"
"926","Greenwood County","0.15","","0.0241242564","52145","0.2181677019","18.521636639","","","","",5939,5.19459414270896,"0.2156928776","0.265869675","0.0089240613","0.017342987","0.0434416568","0.4909917495"
"927","Hamilton County","0.1666666667","","0.0165847666","63442","0.0746073298","20.128824477","","","","",2430,2.43850163710062,"0.2695473251","0.1576131687","0.0086419753","0.029218107","0.3794238683","0.4670781893"
"928","Harper County","0.0833333333","","0.0212001437","52893","0.2205014749","24.38566873","","","","39.025522925",5323,6.64317004032842,"0.2534285178","0.2256246478","0.0084538794","0.0176592147","0.0749577306","0.4895735488"
"929","Harvey County","0.1875","0.9074336283","0.0252920561","73854","0.170719603","17.151137002","12.678350254","","6.2169208006","13.615534544",33801,62.6227605567078,"0.2338392355","0.2077157481","0.0165083873","0.0105026479","0.1282210585","0.499807698"
"930","Haskell County","0.1111111111","","0.019248396","69971","0.09","19.083969466","","","","",3576,6.19198227513574,"0.2558724832","0.1786912752","0.0033557047","0.0181767338","0.322147651","0.5005592841"
"931","Hodgeman County","0.3333333333","","0.0204280156","67478","0.1219512195","17.543859649","","","","",1755,2.04071657077574,"0.2404558405","0.2205128205","0.0205128205","0.0062678063","0.0945868946","0.4809116809"
"932","Jackson County","0.2631578947","0.9019230769","0.0234696679","70445","0.1864931846","9.0490913204","25.250612327","","","17.120193503",13286,20.2462785172822,"0.2472527473","0.1999849466","0.0100105374","0.0879873551","0.0573536053","0.4927743489"
"933","Jefferson County","0.2083333333","0.9158196721","0.0267796937","75774","0.1152632856","9.2336103416","","","","27.835098299",18344,34.4406920087829,"0.216365024","0.2047535979","0.0082860881","0.0102485826","0.0352703881","0.4886066289"
"934","Jewell County","0.1428571429","","0.0260942761","56144","0.1622073579","20.429009193","","","","",2898,3.18471755494991,"0.2087646653","0.3191856453","0.0048309179","0.0069013112","0.0251897861","0.4824016563"
"935","Johnson County","0.1937984496","0.9267730011","0.022998372","99174","0.1511646343","8.4146120717","13.221127471","0.0292480423","2.1550779743","15.727242987",619195,1307.35652100148,"0.2317492874","0.1618020171","0.0504235338","0.0041586253","0.0849086314","0.5046019428"
"936","Kearny County","0","","0.0189337319","75773","0.3198653199","15.420200463","","","","",3855,4.42826937124083,"0.2840466926","0.1727626459","0.0098573281","0.0230869001","0.3359273671","0.486381323"
"937","Kingman County","0.2","","0.0244125725","65597","0.1129943503","21.645021645","","","","",7193,8.33083289679809,"0.2249409148","0.2017238982","0.0050048658","0.0113999722","0.0449047685","0.489086612"
"938","Kiowa County","0","0.675","0.0222588623","61700","0.0881294964","37.62541806","","","","",2404,3.32669315837667,"0.2350249584","0.2371048253","0.0145590682","0.0083194676","0.0532445923","0.503327787"
"939","Labette County","0.4347826087","0.8961397059","0.0304897482","52318","0.1837030894","10.546404178","16.915894174","","","17.535183582",19757,30.6123461683353,"0.2403705016","0.2046363314","0.0374044642","0.0241433416","0.054107405","0.4939515109"
"940","Lane County","0.25","","0.0287671233","64934","0.125","38.338658147","","","","",1556,2.16891685100809,"0.233933162","0.2474293059","0.0096401028","0.014781491","0.1150385604","0.4974293059"
"941","Leavenworth County","0.2028985507","0.9055812757","0.0290489667","79117","0.1736297828","6.81397839","18.278713828","","4.5762240519","16.741476815",82892,178.875196492243,"0.2350528398","0.1602446557","0.0805264682","0.0094701539","0.0777155817","0.4660522125"
"942","Lincoln County","0","","0.0236266982","58049","0.295281583","17.223561833","","","","",2899,4.02977023872386,"0.218006209","0.264573991","0.0072438772","0.0089686099","0.0417385305","0.4908589169"
"943","Linn County","0.4666666667","0.8387417219","0.0388749142","59651","0.1914992994","7.1816969324","","","","25.044999323",9796,16.4893342094228,"0.2191710902","0.2239689669","0.0097999183","0.0084728461","0.0319518171","0.494079216"
"944","Logan County","0.3333333333","","0.0186683261","63204","0.2405247813","18.368846436","","","","",2705,2.52098513759131,"0.2495378928","0.2099815157","0.0077634011","0.0085027726","0.0639556377","0.4791127542"
"945","Lyon County","0.2857142857","0.9135279188","0.0252525253","55863","0.1535217208","11.563222701","11.197296362","","","16.227597453",31898,37.6387302566107,"0.2197002947","0.1640855226","0.0194683052","0.0142642172","0.236096307","0.5099692771"
"946","McPherson County","0.2692307692","0.8863571429","0.0192230216","73766","0.1604861328","22.225170835","","","","15.834241624",30012,33.4103325089851,"0.2159469546","0.206150873","0.0140943623","0.006297481","0.0513461282","0.5036985206"
"947","Marion County","0.0833333333","","0.0243166192","64337","0.1977671451","23.907103825","","","","18.012197364",11868,12.5680554684839,"0.2122514324","0.2381193124","0.010785305","0.0093528817","0.0408661948","0.4976407145"
"948","Marshall County","0.375","","0.019943556","58942","0.1208026208","17.035775128","","0.2433628319","","30.025802565",9982,11.0889169098024,"0.2390302545","0.2281105991","0.0063113604","0.0070126227","0.0331596874","0.4936886396"
"949","Meade County","0.1578947368","","0.0189035917","68038","0.1950757576","32.322227747","","","","",3897,3.98432592335058,"0.2653323069","0.1821914293","0.0136002053","0.016679497","0.2114447011","0.4801129074"
"950","Miami County","0.1923076923","0.8523579202","0.025558574","82606","0.188997889","12.719336282","13.570625412","","","23.030814913",34867,60.5457108806039,"0.2317664267","0.1851894341","0.0127054235","0.0076289902","0.0402959819","0.4968881751"
"951","Mitchell County","0","","0.019648705","63929","0.1607669617","20.876826722","","","","",5738,8.1762117727233,"0.2417218543","0.2295224817","0.0043569188","0.0060996863","0.0369466713","0.4883234577"
"952","Montgomery County","0.1428571429","0.9110449735","0.0307566127","54955","0.2677880123","21.183720632","17.991893065","","6.2160614147","26.974623028",30996,48.1608179100757,"0.2360627178","0.2078010066","0.0455542651","0.0364885792","0.0761388566","0.5019357336"
"953","Morris County","0.25","","0.0230490616","60741","0.1689536878","26.138909634","","","","",5349,7.69261000326593,"0.2084501776","0.2578051972","0.0059824266","0.0089736399","0.0547765938","0.4954197046"
"954","Morton County","0","0.83175","0.0267618198","62896","0.1251819505","26.002971768","","","","",2599,3.56158824283449,"0.2516352443","0.203539823","0.0115429011","0.023855329","0.2531742978","0.4971142747"
"955","Nemaha County","0.1666666667","0.9662601626","0.0183567991","72719","0.1458258689","12.72513704","","","","",10115,14.098991393855,"0.2679189323","0.1972318339","0.0078101829","0.0091942659","0.0243203164","0.4851211073"
"956","Neosho County","0.0588235294","0.8531593407","0.0359509609","49322","0.2872340426","15.838824126","","","","17.05373596",15606,27.3079816926121,"0.2415737537","0.2047930283","0.0136485967","0.0153146226","0.0655517109","0.4950660003"
"957","Ness County","0.1666666667","","0.0218538056","61539","0.1225225225","29.94011976","","","","",2645,2.46106175323211,"0.2219281664","0.2457466919","0.0064272212","0.0185255198","0.1285444234","0.5081285444"
"958","Norton County","0.5","","0.0191058464","56604","0.1120607787","16.847622613","","","","",5301,6.0372849997144,"0.1927938125","0.2031692134","0.0392378796","0.004904735","0.0575363139","0.4269005848"
"959","Osage County","0.1176470588","0.8925233645","0.028009461","62995","0.212252643","9.5129375951","","","","18.108107935",15654,22.1883157343239,"0.2318257314","0.2041011882","0.0078574166","0.0070908394","0.03692347","0.493995145"
"960","Osborne County","0.3333333333","","0.0204831933","53971","0.201897019","34.305317324","","","","",3490,3.91029556637212,"0.2326647564","0.2601719198","0.0077363897","0.0134670487","0.0289398281","0.4902578797"
"961","Ottawa County","0","","0.0252324037","69542","0.1666666667","11.990407674","","","","",5795,8.04045447257873,"0.2288179465","0.2089732528","0.014322692","0.0058671268","0.0346850733","0.4745470233"
"962","Pawnee County","0.125","0.8567073171","0.0240206948","47939","0.0652418448","11.24497992","","","","",6179,8.19210508227111,"0.1435507364","0.2393591196","0.0587473701","0.0114905324","0.0781679883","0.4453795112"
"963","Phillips County","0.4285714286","","0.0222138554","58834","0.1564195298","29.075804777","","","","",4809,5.42855496548975,"0.2202121023","0.2547307132","0.0043668122","0.0099812851","0.0370139322","0.4942815554"
"964","Pottawatomie County","0.2173913043","0.9512096774","0.0242032111","85822","0.1249320283","10.469174098","","","","11.954903137",26273,31.2500459664421,"0.2871769497","0.1557492483","0.0132074754","0.0096296578","0.0576637613","0.494538119"
"965","Pratt County","0.1538461538","0.9584745763","0.0214154599","65812","0.2606429192","15.248883564","","","","27.089208937",9067,12.3354084604249,"0.2366824749","0.215837653","0.0174258299","0.014006838","0.0819455167","0.4934377413"
"966","Rawlins County","0.3333333333","","0.0183126226","59116","0.0762564991","23.538642605","","","","",2528,2.36390619067752,"0.2329905063","0.2796677215","0.0059335443","0.0098892405","0.0826740506","0.4869462025"
"967","Reno County","0.3255813953","0.8767711172","0.028256705","57663","0.1995636364","14.491809685","26.457169083","0.0803571429","2.7460268424","20.592495732",61516,49.0047186206645,"0.2187723519","0.2068079849","0.0302035243","0.0087294362","0.1029975941","0.4928799012"
"968","Republic County","0","","0.0209819555","53974","0.1795806746","30.03003003","","","","",4642,6.47079376320068,"0.2160706592","0.274019819","0.0068935804","0.0032313658","0.0262817751","0.5040930633"
"969","Rice County","0.1428571429","","0.0230552952","61727","0.141219624","19.169329073","","","","47.069688616",9407,12.9531344143081,"0.2296162432","0.2052726693","0.0159455724","0.0152014457","0.1224619964","0.4933560115"
"970","Riley County","0.28","0.8685232745","0.0268341999","55876","0.2866515045","11.494571239","9.1057265915","0.0206444413","2.3250992527","11.806628224",71108,116.635601056891,"0.1571131237","0.1065562243","0.0640293638","0.0081003544","0.0865866007","0.4681470439"
"971","Rooks County","0.1666666667","","0.0261627907","57029","0.1344860711","14.489753674","","","","",4813,5.40466522486124,"0.2115104924","0.2437149387","0.0095574486","0.0070642011","0.0263868689","0.5050903802"
"972","Rush County","0.2857142857","","0.0222772277","56629","0.2605752961","16.931933627","","","","",2927,4.07794790383233,"0.2070379228","0.2511103519","0.006491288","0.0102494021","0.0519303041","0.4906047147"
"973","Russell County","0.3","","0.0227617602","48754","0.1907040328","22.378039684","","","","",6639,7.49102973562678,"0.222322639","0.2462720289","0.0132550083","0.0138575087","0.0465431541","0.4990209369"
"974","Saline County","0.21875","0.9150326797","0.0241940822","57563","0.2762377043","15.031175772","19.131314877","0.1041383989","5.759071847","19.964694252",53596,74.4134338725377,"0.2230017165","0.1979998507","0.0304500336","0.0077617733","0.1242070304","0.4992723338"
"975","Scott County","0.1428571429","","0.0182681768","71121","0.1230655859","17.54044046","","","","",5014,6.98732471679138,"0.255484643","0.2044276027","0.0055843638","0.0125648185","0.2014359793","0.4894295971"
"976","Sedgwick County","0.1550632911","0.8438800867","0.0313002076","64720","0.2513494556","9.621478806","30.581294634","0.0832552165","8.4472558882","20.643093153",525525,527.140297037006,"0.2463802864","0.1601389087","0.0869111841","0.0132819561","0.160863898","0.5023795252"
"977","Seward County","0.3333333333","0.876529563","0.0255835287","63579","0.1605828672","12.415505587","","","","18.102079854",21358,33.3899858996209,"0.3082217436","0.1119018635","0.0294503231","0.0156849892","0.6617192621","0.4837531604"
"978","Shawnee County","0.1770833333","0.8734466252","0.027457937","61255","0.2534558859","15.482654939","25.60539822","0.0767321613","10.050695709","22.779528127",177480,326.234579182317,"0.2284088348","0.1948050485","0.0767410412","0.0143227406","0.1366463827","0.5119619112"
"979","Sheridan County","0.1666666667","","0.0192439863","62918","0.1837060703","28.248587571","","","","",2425,2.70660272609718,"0.2449484536","0.2371134021","0.0049484536","0.0094845361","0.061443299","0.4981443299"
"980","Sherman County","0","0.725","0.0229390681","57044","0.3371841155","22.052586938","","","","",5830,5.52049866431152,"0.2322469983","0.2162950257","0.0087478559","0.0066895369","0.1331046312","0.4885077187"
"981","Smith County","0.5","","0.0204813108","52101","0.1757925072","39.149888143","","","","",3533,3.945439443473,"0.1981318992","0.2994622134","0.003962638","0.0082083215","0.0314180583","0.4961788848"
"982","Stafford County","0.2","","0.0235109718","58019","0.2121524202","19.831432821","","","","",3993,5.04137377810502,"0.2446781868","0.2218883045","0.0047583271","0.0207863762","0.1382419234","0.4911094415"
"983","Stanton County","0.3333333333","","0.0191082803","76137","0.1274900398","19.569471624","","","","",1963,2.88527148752911,"0.277636271","0.1864493123","0.0076413653","0.0244523688","0.4049923586","0.504330107"
"984","Stevens County","0.1666666667","0.904076087","0.0195681511","69320","0.1417425228","20.782165124","","","","",5175,7.11575266917035,"0.2888888889","0.1609661836","0.0071497585","0.0171980676","0.3885990338","0.5026086957"
"985","Sumner County","0.1333333333","0.8850328947","0.0297856546","62921","0.1110703139","13.848559303","14.749480081","","","23.047338162",22473,19.0180345509259,"0.2412228007","0.2015307258","0.0125483914","0.0134383482","0.0629199484","0.4965514173"
"986","Thomas County","0.3125","","0.0193077466","62916","0.1378941742","19.042782785","","","","27.393457427",7893,7.34446777170059,"0.2403395414","0.1886481693","0.0116558976","0.0119092867","0.0828582288","0.5096921323"
"987","Trego County","0.1428571429","","0.0243004418","54628","0.1235521236","25.062656642","","","","",2752,3.09396303927057,"0.1838662791","0.2678052326","0.0054505814","0.0043604651","0.0308866279","0.4894622093"
"988","Wabaunsee County","0.4615384615","","0.0246186781","68435","0.1034912718","11.48435257","","","","33.881327878",7019,8.83631078873285,"0.2249608206","0.224105998","0.0088331671","0.0105428124","0.0510044166","0.4863940732"
"989","Wallace County","0","","0.0199530516","62309","0.1031518625","26.525198939","","","","",1488,1.62862852125758,"0.2735215054","0.2325268817","0.0094086022","0.0053763441","0.0813172043","0.4932795699"
"990","Washington County","0","","0.0196535643","63797","0.1186305732","30.847396117","","","","",5501,6.14802644405081,"0.2383203054","0.2381385203","0.005635339","0.0049081985","0.0492637702","0.4855480822"
"991","Wichita County","0.2857142857","","0.020069808","68225","0.0891089109","38.424591739","","","","",2064,2.87238626961009,"0.2766472868","0.2088178295","0.0125968992","0.015503876","0.2921511628","0.4631782946"
"992","Wilson County","0.1666666667","","0.0314262691","52064","0.2899951667","22.284775979","","","","35.65337498",8622,15.1151299572492,"0.2393876131","0.2328926003","0.0063790304","0.0155416377","0.041289724","0.5002319647"
"993","Woodson County","0.3333333333","","0.0350877193","49477","0.1809672387","9.6711798839","","","","",3109,6.24524636104977,"0.200707623","0.2537793503","0.0054679961","0.0138308138","0.0337729173","0.4946928273"
"994","Wyandotte County","0.1742424242","0.7344274476","0.0347671534","58701","0.3320636589","10.296565018","24.912604974","0.0867039351","22.759685414","17.428095376",165746,1093.04080543874,"0.2688692336","0.1375779808","0.2092840853","0.0136775548","0.3127797956","0.4982805015"
"995","Adair County","0.2631578947","0.96","0.0454482279","44153","0.1287180837","4.2256496936","26.001490752","","","18.661547818",19067,47.0450448415141,"0.1930036188","0.1971993497","0.0276393769","0.0044055174","0.0273246971","0.4996590969"
"996","Allen County","0.3448275862","0.93","0.0384915765","61655","0.2831098072","5.2892244074","37.845935504","0.1753958587","10.222091985","20.565416551",21275,61.8955963659939,"0.2266039953","0.1824206816","0.01306698","0.0034782609","0.0259929495","0.5011515864"
"997","Anderson County","0.2142857143","0.88","0.0315991329","66846","0.1930648366","9.9854379031","43.094160741","","","18.082284781",24224,119.766909799804,"0.2291941876","0.1682628798","0.0224983487","0.0034676354","0.0245624174","0.5025594452"
"998","Ballard County","0.1764705882","0.925","0.0484379478","56605","0.1524115756","18.193632229","","","","",7650,30.9597744360974,"0.1976470588","0.222875817","0.0360784314","0.0033986928","0.017254902","0.4989542484"
"999","Barren County","0.1904761905","0.9221323529","0.0408768104","50658","0.2567267818","8.0818965517","15.778440639","0.0760725343","","24.824268074",44854,92.0336596935264,"0.2338030053","0.1829937129","0.0393944799","0.0040576091","0.0382128684","0.5120836492"
"1000","Bath County","0.2666666667","0.875","0.0516698173","48260","0.2382435378","3.9129754265","55.615879658","","","",12829,46.1487391969708,"0.2527087068","0.1751500507","0.0138748149","0.0024164003","0.0190973575","0.4999610258"
"1001","Bell County","0.2424242424","0.9284700315","0.0503252731","33923","0.301926378","9.6403722022","51.743352969","","","21.127800216",23568,65.6491871518518,"0.2161405295","0.197640869","0.0266463001","0.0035641548","0.0144687712","0.4999151392"
"1002","Boone County","0.3432835821","0.9427620968","0.0313206195","90265","0.1879821704","5.3852647513","34.695820999","0.0407874239","1.8380405191","13.77678511",139093,564.804174763985,"0.2513498163","0.1502519897","0.0482986203","0.0025953858","0.0485214928","0.5006362649"
"1003","Bourbon County","0.3225806452","0.9489361702","0.0349839095","56879","0.294863388","9.3924563745","63.420007343","","","10.583697988",20093,69.3460249726576,"0.2245060469","0.2045986164","0.0529039964","0.0047777833","0.0749017071","0.5041556761"
"1004","Boyd County","0.4090909091","0.9220423892","0.0512641674","55397","0.2758353511","15.240401679","83.609077962","0.1222707424","3.0047264347","18.369348391",48110,300.938976666386,"0.2129910621","0.2032425691","0.0281854084","0.0035751403","0.0208688422","0.4965911453"
"1005","Boyle County","0.2777777778","0.9495652174","0.0392202912","57975","0.253002272","13.334634273","39.484940882","","","18.326796867",30904,171.369085527993,"0.2038894641","0.1951203728","0.079115972","0.0033976184","0.0339761843","0.4968288895"
"1006","Bracken County","0.4444444444","0.9209821429","0.042519685","58301","0.2278928752","11.84974523","63.928400192","","","31.564340229",8452,41.7042492850409,"0.2341457643","0.1806672977","0.0085186938","0.0039044013","0.0195220066","0.4943208708"
"1007","Breathitt County","0.4","0.9223372781","0.0733000624","36300","0.2449127907","3.6892200989","59.380889681","","","21.599697999",13351,27.1129366330528,"0.2082241031","0.1897236162","0.0050183507","0.0019474197","0.0134821362","0.4965920156"
"1008","Breckinridge County","0.2727272727","0.9449019608","0.0456426332","52400","0.2732583297","12.105951286","25.946647207","","7.7386856898","15.960688055",20943,36.7598576664948,"0.2252781359","0.2025975266","0.0222986201","0.0059208327","0.0209616578","0.4908083847"
"1009","Bullitt County","0.2857142857","0.89","0.0402986459","77192","0.2432860293","6.2712559396","45.790514475","0.0875397908","4.2407022603","21.410022287",83836,282.196282202762,"0.2097786154","0.1760222339","0.0161744358","0.004055537","0.0309413617","0.5005129062"
"1010","Butler County","0.2666666667","0.925","0.0410328263","50824","0.1672572644","13.014478607","","","","20.194721277",12295,28.853941980603,"0.2253761692","0.1913786092","0.0070760472","0.0059373729","0.0415616104","0.4922326149"
"1011","Caldwell County","0.1666666667","0.975","0.0339924824","51553","0.189855583","16.634980989","","","","24.422481688",12570,36.452243787497,"0.2276849642","0.2128878282","0.0528241846","0.0035003978","0.022673031","0.5066825776"
"1012","Calloway County","0.1111111111","0.9347214076","0.039710777","51949","0.2824689882","13.312034079","24.166889635","0.0648632926","5.9107113172","21.540810531",37685,97.9213742497341,"0.1825129362","0.176197426","0.0406527796","0.0043518641","0.0288709035","0.5087435319"
"1013","Campbell County","0.2340425532","0.9692468354","0.0332562061","74149","0.224049974","7.6303062869","45.964069637","","1.8445334944","11.751740055",93300,616.574452481567,"0.2029153269","0.1767524116","0.0290460879","0.0020471597","0.0240300107","0.5029796356"
"1014","Carlisle County","0.1","","0.0371188688","54535","0.2111913357","10.436234607","","","","",4720,24.9125339915435,"0.2332627119","0.2031779661","0.0173728814","0.0061440678","0.0277542373","0.4953389831"
"1015","Carroll County","0.0666666667","0.925","0.031496063","59226","0.269137513","8.2850041425","62.065541212","","","32.930156442",10938,84.9884285664949,"0.2640336442","0.1626439934","0.0180106052","0.0048454928","0.0698482355","0.4941488389"
"1016","Carter County","0.2068965517","0.97","0.0704486849","48285","0.1637813985","6.436468272","65.202944164","0.1255813953","","14.871299955",26395,64.4570542400032,"0.2222769464","0.2017806403","0.0073877628","0.003068763","0.0150407274","0.5057018375"
"1017","Casey County","0.5714285714","0.975","0.0374139479","43539","0.2127601314","6.9330644145","27.032085006","0.2695035461","","27.203240662",15920,35.8350625052451,"0.2271356784","0.2086055276","0.010741206","0.0052763819","0.0309673367","0.5077889447"
"1018","Christian County","0.1739130435","0.93","0.0478813219","56610","0.3010408327","12.023715743","27.532011797","0.1153753898","10.955236902","20.464090638",73037,101.771104775695,"0.276763832","0.1279488478","0.2081136958","0.0082697811","0.0878732697","0.46983036"
"1019","Clark County","0.1142857143","0.96","0.0355056959","61641","0.3264412552","8.4076916818","66.607662619","0.126335638","","17.773779893",37061,146.786825325967,"0.2198537546","0.1868810879","0.0445751599","0.0029410971","0.0356709209","0.5095383287"
"1020","Clay County","0.375","0.875","0.0562659847","34473","0.3155016643","5.9388300505","51.893267267","","13.381412514","14.620017251",19913,42.4316696668613,"0.2043890926","0.1607994777","0.037814493","0.0022598303","0.0226987395","0.4733591121"
"1021","Clinton County","0.1428571429","0.975","0.0483250961","41739","0.2854230377","6.4759848894","40.550130098","","","",9123,46.2947570883197,"0.2171434835","0.2045379809","0.0080017538","0.0040556834","0.0370492163","0.5065219774"
"1022","Crittenden County","0.2142857143","0.925","0.0412317328","50452","0.2584830339","14.530010059","","","","27.343183437",8981,24.9773143107467,"0.2233604276","0.2161229262","0.0130275025","0.0047878855","0.0181494266","0.4912593252"
"1023","Cumberland County","0.3333333333","0.975","0.0318208603","48864","0.2433697348","5.1029086579","","","","",5946,19.4857088444187,"0.2144298688","0.2295660949","0.0306088126","0.0020181635","0.0220316179","0.5040363269"
"1024","Daviess County","0.3333333333","0.89","0.0386344387","65949","0.2276918143","12.613644082","16.962864375","0.0750713994","4.2435035497","20.023311112",103222,225.180491962051,"0.2406948131","0.1806882254","0.0494661991","0.0020538257","0.0357481932","0.5088450137"
"1025","Edmonson County","0.2352941176","0.875","0.0481215703","51402","0.1978704525","2.440810349","","","","",12269,40.5177011525338,"0.1766240117","0.2145244111","0.0082321298","0.0048088679","0.0177683593","0.5045235961"
"1026","Elliott County","0.5555555556","0.925","0.0802958267","40312","0.3846755278","0","","","","",7293,31.1239866560756,"0.1679692856","0.2171945701","0.0418209242","0.0045248869","0.0154943096","0.4160153572"
"1027","Estill County","0.3636363636","0.875","0.0479861245","39402","0.3229166667","10.644337213","108.72905193","","","29.285316839",14044,55.4920958662622,"0.2128311023","0.1916832811","0.0051979493","0.0034890345","0.0159498718","0.5001424096"
"1028","Fayette County","0.4107142857","0.89","0.0307329411","63667","0.2446056238","11.34269546","43.725765201","0.0490999217","8.2282343188","12.54652729",320347,1128.5576909897,"0.2038352162","0.1519851911","0.1567175594","0.0028000887","0.0758490012","0.5079179764"
"1029","Fleming County","0.2","0.975","0.0442070666","50012","0.2317271251","5.2548607462","24.770311656","","","",15288,43.8463212808594,"0.2377027734","0.188252224","0.0153715332","0.0015044479","0.018118786","0.5032051282"
"1030","Floyd County","0.0909090909","0.93","0.0581278078","37296","0.2618655866","5.1029086579","58.5806476","0.1547762999","6.3286382748","18.928886263",34978,88.9345898938474,"0.2239979416","0.1965807079","0.0072902968","0.0015724169","0.0094059123","0.5125507462"
"1031","Franklin County","0.3928571429","0.9530815109","0.0336408462","58456","0.2730693256","21.090515073","48.767483143","0.1219428178","6.7410807076","17.245171531",51607,248.219737504477,"0.2083050749","0.1874745674","0.0960916155","0.004747418","0.0408277947","0.5147557502"
"1032","Fulton County","0.3","","0.0448960302","40409","0.3504706734","10.749385749","","","","",6382,30.9908392025436,"0.2069884049","0.2192102789","0.2402068317","0.0039172673","0.0269507991","0.4934189909"
"1033","Gallatin County","0.125","0.925","0.0357320099","59175","0.2231278655","0","71.907050676","","","25.17832344",8763,89.1623711797785,"0.2338240329","0.1437863745","0.0162044962","0.00536346","0.0599109894","0.4893301381"
"1034","Garrard County","0.4166666667","0.925","0.0381795196","57748","0.2493933675","5.1837345928","56.875272527","","","25.798220606",17589,76.4990270274675,"0.2167263631","0.1944965604","0.0206947524","0.0042071749","0.0287111263","0.5006538177"
"1035","Grant County","0.25","0.9210869565","0.0374840629","66458","0.32","7.1304072255","68.692206077","","","14.319019873",25502,98.8542343175826,"0.2638224453","0.1452827229","0.0111363815","0.0032938593","0.03274253","0.4940788958"
"1036","Graves County","0.119047619","0.9340169903","0.0451865145","53408","0.1326484018","9.2858118258","10.840206325","","7.7000077","17.23351506",36412,65.9928728617074,"0.2397286609","0.1894430408","0.0404811601","0.006206745","0.0775568494","0.5050258157"
"1037","Grayson County","0.2045454545","0.91","0.0455805065","52130","0.2385714286","6.0322726587","25.179086251","0.1602011494","6.5035362979","24.159251788",26631,53.3114786379604,"0.231759979","0.1854605535","0.0125793248","0.0028162668","0.015958845","0.4935225865"
